mean,std,RMS_contrast,michelson,lap_var,video,frame_idx,time_sec,time_orig_sec,t_idx,k,u,roi_x0,roi_y0,roi_x1,roi_y1,video_W,video_H,scale_x,scale_y
0.4603908956050873,0.14464524388313293,0.3141791945108627,0.5914893559718962,472.5790710449219,trunc3_sigma0p7,60,0.0,1.0,1.0,1,0.0,1481,155,1771,720,3440,720,1.0,1.0140845070422535
0.4602925181388855,0.1446686089038849,0.3142971046886809,0.5914893559718962,474.78619384765625,trunc3_sigma0p7,61,0.016666666666666607,1.0166666666666666,1.0166666666666666,1,0.016666666666666607,1480,155,1770,720,3440,720,1.0,1.0140845070422535
0.4603959918022156,0.14472387731075287,0.3143465120119043,0.5914893559718962,472.6461486816406,trunc3_sigma0p7,62,0.03333333333333344,1.0333333333333334,1.0333333333333334,1,0.03333333333333344,1479,155,1769,720,3440,720,1.0,1.0140845070422535
0.46065956354141235,0.14441139996051788,0.3134883290285849,0.5914893559718962,472.2038879394531,trunc3_sigma0p7,63,0.050000000000000044,1.05,1.05,1,0.050000000000000044,1478,155,1768,720,3440,720,1.0,1.0140845070422535
0.4608181118965149,0.1446370631456375,0.3138701719246154,0.5982906178633084,474.3553771972656,trunc3_sigma0p7,64,0.06666666666666665,1.0666666666666667,1.0666666666666667,1,0.06666666666666665,1477,155,1767,720,3440,720,1.0,1.0140845070422535
0.46098002791404724,0.14439308643341064,0.3132306706528878,0.5914893559718962,473.06756591796875,trunc3_sigma0p7,65,0.08333333333333326,1.0833333333333333,1.0833333333333333,1,0.08333333333333326,1476,155,1766,720,3440,720,1.0,1.0140845070422535
0.4615321159362793,0.14430789649486542,0.31267140115569997,0.5914893559718962,473.3907775878906,trunc3_sigma0p7,66,0.10000000000000009,1.1,1.1,1,0.10000000000000009,1476,155,1766,720,3440,720,1.0,1.0140845070422535
0.46104463934898376,0.14454054832458496,0.31350661704605587,0.5932203069210824,476.923095703125,trunc3_sigma0p7,67,0.1166666666666667,1.1166666666666667,1.1166666666666667,1,0.1166666666666667,1475,155,1765,720,3440,720,1.0,1.0140845070422535
0.46120426058769226,0.1442510038614273,0.3127703125506939,0.5932203069210824,478.5852355957031,trunc3_sigma0p7,68,0.1333333333333333,1.1333333333333333,1.1333333333333333,1,0.1333333333333333,1474,155,1764,720,3440,720,1.0,1.0140845070422535
0.4612671136856079,0.14437775313854218,0.31300247887804744,0.5897435841496377,478.2882385253906,trunc3_sigma0p7,69,0.1499999999999999,1.15,1.15,1,0.1499999999999999,1473,155,1763,720,3440,720,1.0,1.0140845070422535
0.4619101285934448,0.14446184039115906,0.31274879748484735,0.5982906178633084,481.91790771484375,trunc3_sigma0p7,70,0.16666666666666674,1.1666666666666667,1.1666666666666667,1,0.16666666666666674,1472,155,1762,720,3440,720,1.0,1.0140845070422535
0.46184244751930237,0.14456413686275482,0.3130161259734611,0.5914893559718962,481.1042175292969,trunc3_sigma0p7,71,0.18333333333333335,1.1833333333333333,1.1833333333333333,1,0.18333333333333335,1471,155,1761,720,3440,720,1.0,1.0140845070422535
0.46211549639701843,0.14460037648677826,0.31290959616176,0.5914893559718962,476.4985656738281,trunc3_sigma0p7,72,0.19999999999999996,1.2,1.2,1,0.19999999999999996,1470,155,1760,720,3440,720,1.0,1.0140845070422535
0.4624951481819153,0.14454901218414307,0.3125416766574818,0.5982906178633084,477.05413818359375,trunc3_sigma0p7,73,0.21666666666666656,1.2166666666666666,1.2166666666666666,1,0.21666666666666656,1469,155,1759,720,3440,720,1.0,1.0140845070422535
0.4621235132217407,0.14463330805301666,0.3129754292633514,0.5897435841496377,478.09649658203125,trunc3_sigma0p7,74,0.2333333333333334,1.2333333333333334,1.2333333333333334,1,0.2333333333333334,1468,155,1758,720,3440,720,1.0,1.0140845070422535
0.4624325931072235,0.1447005420923233,0.3129116353821874,0.5897435841496377,481.53594970703125,trunc3_sigma0p7,75,0.25,1.25,1.25,1,0.25,1467,155,1757,720,3440,720,1.0,1.0140845070422535
0.4625658392906189,0.14478294551372528,0.3129996426146922,0.5914893559718962,480.995849609375,trunc3_sigma0p7,76,0.2666666666666666,1.2666666666666666,1.2666666666666666,1,0.2666666666666666,1466,155,1756,720,3440,720,1.0,1.0140845070422535
0.4627579152584076,0.14484483003616333,0.31300345630013976,0.5982906178633084,480.55303955078125,trunc3_sigma0p7,77,0.28333333333333344,1.2833333333333334,1.2833333333333334,1,0.28333333333333344,1465,155,1755,720,3440,720,1.0,1.0140845070422535
0.4630025625228882,0.14483895897865295,0.31282538710191066,0.5982906178633084,476.0310974121094,trunc3_sigma0p7,78,0.30000000000000004,1.3,1.3,1,0.30000000000000004,1464,155,1754,720,3440,720,1.0,1.0140845070422535
0.4632929265499115,0.14468659460544586,0.31230045440129106,0.5914893559718962,478.1584167480469,trunc3_sigma0p7,79,0.31666666666666665,1.3166666666666667,1.3166666666666667,1,0.31666666666666665,1464,155,1754,720,3440,720,1.0,1.0140845070422535
0.4631119966506958,0.14473918080329895,0.31253601445161644,0.5982906178633084,481.0301208496094,trunc3_sigma0p7,80,0.33333333333333326,1.3333333333333333,1.3333333333333333,1,0.33333333333333326,1463,155,1753,720,3440,720,1.0,1.0140845070422535
0.4633374512195587,0.14476922154426575,0.3124487736502378,0.5965665433931978,478.7483215332031,trunc3_sigma0p7,81,0.3500000000000001,1.35,1.35,1,0.3500000000000001,1462,155,1752,720,3440,720,1.0,1.0140845070422535
0.46330690383911133,0.14424291253089905,0.3113333909387527,0.5982906178633084,481.03759765625,trunc3_sigma0p7,82,0.3666666666666667,1.3666666666666667,1.3666666666666667,1,0.3666666666666667,1461,155,1751,720,3440,720,1.0,1.0140845070422535
0.4636607766151428,0.14493390917778015,0.31258608310579683,0.5982906178633084,485.70843505859375,trunc3_sigma0p7,83,0.3833333333333333,1.3833333333333333,1.3833333333333333,1,0.3833333333333333,1460,155,1750,720,3440,720,1.0,1.0140845070422535
0.463680237531662,0.14501450955867767,0.3127467912007088,0.5982906178633084,482.9444580078125,trunc3_sigma0p7,84,0.3999999999999999,1.4,1.4,1,0.3999999999999999,1459,155,1749,720,3440,720,1.0,1.0140845070422535
0.4641451835632324,0.14500224590301514,0.31240708277044965,0.5982906178633084,486.7431945800781,trunc3_sigma0p7,85,0.41666666666666674,1.4166666666666667,1.4166666666666667,1,0.41666666666666674,1458,155,1748,720,3440,720,1.0,1.0140845070422535
0.464059054851532,0.14524118602275848,0.312979956698456,0.5982906178633084,490.4239807128906,trunc3_sigma0p7,86,0.43333333333333335,1.4333333333333333,1.4333333333333333,1,0.43333333333333335,1457,155,1747,720,3440,720,1.0,1.0140845070422535
0.4643530547618866,0.14524367451667786,0.31278715602137064,0.5982906178633084,486.169189453125,trunc3_sigma0p7,87,0.44999999999999996,1.45,1.45,1,0.44999999999999996,1456,155,1746,720,3440,720,1.0,1.0140845070422535
0.46432188153266907,0.14547157287597656,0.31329897540646406,0.5982906178633084,489.2533874511719,trunc3_sigma0p7,88,0.46666666666666656,1.4666666666666666,1.4666666666666666,1,0.46666666666666656,1455,155,1745,720,3440,720,1.0,1.0140845070422535
0.46423572301864624,0.1456911265850067,0.3138300570653293,0.6051501813724247,483.126953125,trunc3_sigma0p7,89,0.4833333333333334,1.4833333333333334,1.4833333333333334,1,0.4833333333333334,1454,155,1744,720,3440,720,1.0,1.0140845070422535
0.46494153141975403,0.14411693811416626,0.30996786751746924,0.5982906178633084,489.69305419921875,trunc3_sigma0p7,90,0.5,1.5,1.5,1,0.5,1454,155,1744,720,3440,720,1.0,1.0140845070422535
0.46488967537879944,0.143862783908844,0.30945574495080985,0.5982906178633084,489.1784362792969,trunc3_sigma0p7,91,0.5166666666666666,1.5166666666666666,1.5166666666666666,1,0.5166666666666666,1453,155,1743,720,3440,720,1.0,1.0140845070422535
0.4652043581008911,0.14400458335876465,0.30955122787568856,0.5965665433931978,488.53375244140625,trunc3_sigma0p7,92,0.5333333333333334,1.5333333333333334,1.5333333333333334,1,0.5333333333333334,1452,155,1742,720,3440,720,1.0,1.0140845070422535
0.4654618501663208,0.14355652034282684,0.3084173648331372,0.5982906178633084,485.0345153808594,trunc3_sigma0p7,93,0.55,1.55,1.55,1,0.55,1451,155,1741,720,3440,720,1.0,1.0140845070422535
0.46556606888771057,0.14396464824676514,0.30922495167756375,0.5982906178633084,487.5358581542969,trunc3_sigma0p7,94,0.5666666666666667,1.5666666666666667,1.5666666666666667,1,0.5666666666666667,1450,155,1740,720,3440,720,1.0,1.0140845070422535
