mean,std,RMS_contrast,michelson,lap_var,video,frame_idx,time_sec,time_orig_sec,t_idx,k,u,roi_x0,roi_y0,roi_x1,roi_y1,video_W,video_H,scale_x,scale_y
0.4603258967399597,0.15428319573402405,0.33516079254948244,0.5914893559718962,677.0359497070312,trunc3_sigma0p5,60,0.0,1.0,1.0,1,0.0,1481,155,1771,720,3440,720,1.0,1.0140845070422535
0.46038126945495605,0.1541604846715927,0.3348539385747892,0.5897435841496377,677.3822631835938,trunc3_sigma0p5,61,0.016666666666666607,1.0166666666666666,1.0166666666666666,1,0.016666666666666607,1480,155,1770,720,3440,720,1.0,1.0140845070422535
0.4608686864376068,0.15413959324359894,0.33445446487265734,0.5914893559718962,677.22412109375,trunc3_sigma0p5,62,0.03333333333333344,1.0333333333333334,1.0333333333333334,1,0.03333333333333344,1479,155,1769,720,3440,720,1.0,1.0140845070422535
0.46087294816970825,0.15408581495285034,0.33433468425828317,0.5914893559718962,677.6998291015625,trunc3_sigma0p5,63,0.050000000000000044,1.05,1.05,1,0.050000000000000044,1478,155,1768,720,3440,720,1.0,1.0140845070422535
0.4609915316104889,0.15397420525550842,0.33400657356444013,0.5897435841496377,677.3497314453125,trunc3_sigma0p5,64,0.06666666666666665,1.0666666666666667,1.0666666666666667,1,0.06666666666666665,1477,155,1767,720,3440,720,1.0,1.0140845070422535
0.4612959027290344,0.15361855924129486,0.3330152186532173,0.5914893559718962,674.2230834960938,trunc3_sigma0p5,65,0.08333333333333326,1.0833333333333333,1.0833333333333333,1,0.08333333333333326,1476,155,1766,720,3440,720,1.0,1.0140845070422535
0.46146300435066223,0.15324731171131134,0.3320901284514643,0.5914893559718962,673.01953125,trunc3_sigma0p5,66,0.10000000000000009,1.1,1.1,1,0.10000000000000009,1476,155,1766,720,3440,720,1.0,1.0140845070422535
0.46113017201423645,0.15297873318195343,0.3317473875028864,0.5914893559718962,674.2404174804688,trunc3_sigma0p5,67,0.1166666666666667,1.1166666666666667,1.1166666666666667,1,0.1166666666666667,1475,155,1765,720,3440,720,1.0,1.0140845070422535
0.46140673756599426,0.15312252938747406,0.33186018669042805,0.5914893559718962,676.714599609375,trunc3_sigma0p5,68,0.1333333333333333,1.1333333333333333,1.1333333333333333,1,0.1333333333333333,1474,155,1764,720,3440,720,1.0,1.0140845070422535
0.46176666021347046,0.15275324881076813,0.3308018067656371,0.5932203069210824,672.8959350585938,trunc3_sigma0p5,69,0.1499999999999999,1.15,1.15,1,0.1499999999999999,1473,155,1763,720,3440,720,1.0,1.0140845070422535
