mean,std,rms_contrast,michelson,lap_var,video,frame_idx,time_sec,time_orig_sec,t_idx,k,u,roi_x0,roi_y0,roi_x1,roi_y1,video_W,video_H,scale_x,scale_y
0.46148931980133057,0.16689532995224,0.361645046103423,0.6525423616007013,979.07568359375,linear,60,0.0,1.0,1.0,1,0.0,1481,155,1771,720,3440,720,1.0,1.0140845070422535
0.46066299080848694,0.16648967564105988,0.36141317047139027,0.6595744561116214,982.3103637695312,linear,61,0.016666666666666607,1.0166666666666666,1.0166666666666666,1,0.016666666666666607,1480,155,1770,720,3440,720,1.0,1.0140845070422535
0.4602365493774414,0.16505199670791626,0.3586242625557189,0.6666666539888948,968.1725463867188,linear,62,0.03333333333333344,1.0333333333333334,1.0333333333333334,1,0.03333333333333344,1479,155,1769,720,3440,720,1.0,1.0140845070422535
0.4610483646392822,0.1639556586742401,0.35561487187221236,0.6595744561116214,957.1079711914062,linear,63,0.050000000000000044,1.05,1.05,1,0.050000000000000044,1478,155,1768,720,3440,720,1.0,1.0140845070422535
0.46116116642951965,0.16325271129608154,0.35400358842009294,0.6510638185941557,951.3633422851562,linear,64,0.06666666666666665,1.0666666666666667,1.0666666666666667,1,0.06666666666666665,1477,155,1767,720,3440,720,1.0,1.0140845070422535
0.4613058269023895,0.16224265098571777,0.35170300916883407,0.6581196462289773,938.4610595703125,linear,65,0.08333333333333326,1.0833333333333333,1.0833333333333333,1,0.08333333333333326,1476,155,1766,720,3440,720,1.0,1.0140845070422535
0.46139317750930786,0.1608511358499527,0.3486205262766429,0.6480686585157479,908.62255859375,linear,66,0.10000000000000009,1.1,1.1,1,0.10000000000000009,1476,155,1766,720,3440,720,1.0,1.0140845070422535
0.4613657295703888,0.15969562530517578,0.3461367232293408,0.6450216341983962,897.6312255859375,linear,67,0.1166666666666667,1.1166666666666667,1.1166666666666667,1,0.1166666666666667,1475,155,1765,720,3440,720,1.0,1.0140845070422535
0.4616245925426483,0.15903349220752716,0.34450826782533644,0.6450216341983962,880.1367797851562,linear,68,0.1333333333333333,1.1333333333333333,1.1333333333333333,1,0.1333333333333333,1474,155,1764,720,3440,720,1.0,1.0140845070422535
0.4618373215198517,0.15810148417949677,0.34233153837781716,0.6293103355103105,857.3748168945312,linear,69,0.1499999999999999,1.15,1.15,1,0.1499999999999999,1473,155,1763,720,3440,720,1.0,1.0140845070422535
0.4620380103588104,0.15720899403095245,0.3402512068354608,0.6419213629874831,838.9285888671875,linear,70,0.16666666666666674,1.1666666666666667,1.1666666666666667,1,0.16666666666666674,1472,155,1762,720,3440,720,1.0,1.0140845070422535
0.4620806872844696,0.1564381718635559,0.33855162698399466,0.6419213629874831,807.3450317382812,linear,71,0.18333333333333335,1.1833333333333333,1.1833333333333333,1,0.18333333333333335,1471,155,1761,720,3440,720,1.0,1.0140845070422535
0.4623959958553314,0.15550121665000916,0.33629446336234226,0.6293103355103105,784.120849609375,linear,72,0.19999999999999996,1.2,1.2,1,0.19999999999999996,1470,155,1760,720,3440,720,1.0,1.0140845070422535
0.46243777871131897,0.15476596355438232,0.3346741277041189,0.6260869474254467,763.2918090820312,linear,73,0.21666666666666656,1.2166666666666666,1.2166666666666666,1,0.21666666666666656,1469,155,1759,720,3440,720,1.0,1.0140845070422535
0.46253687143325806,0.15372894704341888,0.3323604088976876,0.6260869474254467,729.8583374023438,linear,74,0.2333333333333334,1.2333333333333334,1.2333333333333334,1,0.2333333333333334,1468,155,1758,720,3440,720,1.0,1.0140845070422535
0.4635368585586548,0.15281927585601807,0.3296809514444927,0.6260869474254467,703.2301635742188,linear,75,0.25,1.25,1.25,1,0.25,1467,155,1757,720,3440,720,1.0,1.0140845070422535
0.4631023108959198,0.1525239795446396,0.3293526563407543,0.6260869474254467,693.8103637695312,linear,76,0.2666666666666666,1.2666666666666666,1.2666666666666666,1,0.2666666666666666,1466,155,1756,720,3440,720,1.0,1.0140845070422535
0.4631442725658417,0.1514977365732193,0.3271069994298851,0.6260869474254467,668.2020263671875,linear,77,0.28333333333333344,1.2833333333333334,1.2833333333333334,1,0.28333333333333344,1465,155,1755,720,3440,720,1.0,1.0140845070422535
0.4633837044239044,0.15143395960330963,0.3268003490186915,0.6277055940017354,663.5576171875,linear,78,0.30000000000000004,1.3,1.3,1,0.30000000000000004,1464,155,1754,720,3440,720,1.0,1.0140845070422535
0.4631960093975067,0.15083244442939758,0.3256341551155599,0.6277055940017354,649.5531616210938,linear,79,0.31666666666666665,1.3166666666666667,1.3166666666666667,1,0.31666666666666665,1464,155,1754,720,3440,720,1.0,1.0140845070422535
0.4637880027294159,0.15012848377227783,0.3237006555834941,0.6190476106473736,617.4230346679688,linear,80,0.33333333333333326,1.3333333333333333,1.3333333333333333,1,0.33333333333333326,1463,155,1753,720,3440,720,1.0,1.0140845070422535
0.46298715472221375,0.1497114896774292,0.3233599138050709,0.6206896218058228,610.6183471679688,linear,81,0.3500000000000001,1.35,1.35,1,0.3500000000000001,1462,155,1752,720,3440,720,1.0,1.0140845070422535
0.46360501646995544,0.1496010273694992,0.322690693214894,0.6260869474254467,605.4953002929688,linear,82,0.3666666666666667,1.3666666666666667,1.3666666666666667,1,0.3666666666666667,1461,155,1751,720,3440,720,1.0,1.0140845070422535
0.463763028383255,0.14919914305210114,0.3217141744892627,0.6206896218058228,595.1868896484375,linear,83,0.3833333333333333,1.3833333333333333,1.3833333333333333,1,0.3833333333333333,1460,155,1750,720,3440,720,1.0,1.0140845070422535
0.46407729387283325,0.14875958859920502,0.3205491571291498,0.6206896218058228,589.3358764648438,linear,84,0.3999999999999999,1.4,1.4,1,0.3999999999999999,1459,155,1749,720,3440,720,1.0,1.0140845070422535
0.46423038840293884,0.14836953580379486,0.3196032321757058,0.606837548039544,575.697265625,linear,85,0.41666666666666674,1.4166666666666667,1.4166666666666667,1,0.41666666666666674,1458,155,1748,720,3440,720,1.0,1.0140845070422535
0.46421340107917786,0.14834123849868774,0.3195539701316086,0.6137338725455729,574.8817749023438,linear,86,0.43333333333333335,1.4333333333333333,1.4333333333333333,1,0.43333333333333335,1457,155,1747,720,3440,720,1.0,1.0140845070422535
0.4643908739089966,0.14817368984222412,0.31907105625109705,0.6190476106473736,570.1255493164062,linear,87,0.44999999999999996,1.45,1.45,1,0.44999999999999996,1456,155,1746,720,3440,720,1.0,1.0140845070422535
0.46449822187423706,0.1480422466993332,0.31871433848517994,0.6260869474254467,563.9583740234375,linear,88,0.46666666666666656,1.4666666666666666,1.4666666666666666,1,0.46666666666666656,1455,155,1745,720,3440,720,1.0,1.0140845070422535
0.46421030163764954,0.14770179986953735,0.3181786275890173,0.6260869474254467,553.7637939453125,linear,89,0.4833333333333334,1.4833333333333334,1.4833333333333334,1,0.4833333333333334,1454,155,1744,720,3440,720,1.0,1.0140845070422535
0.465122252702713,0.1476152241230011,0.31736864897681893,0.6190476106473736,548.96337890625,linear,90,0.5,1.5,1.5,1,0.5,1454,155,1744,720,3440,720,1.0,1.0140845070422535
