video,frame_idx,time_sec,time_orig_sec,t_idx,video_W,video_H,FULL_mean,FULL_std,FULL_RMS_contrast,FULL_michelson,FULL_lap_var,ROI_mean,ROI_std,ROI_RMS_contrast,ROI_michelson,ROI_lap_var,k,u,roi_x0,roi_y0,roi_x1,roi_y1,scale_x,scale_y
gauss,60,0.0,1.0,1.0,3440,720,0.5329728126525879,0.1300295889377594,0.24397039288158537,0.6113360252053446,449.04290771484375,0.4603104889392853,0.1482921689748764,0.3221568252659735,0.5914893559718962,545.1421508789062,1,0.0,1481,155,1771,720,1.0,1.0140845070422535
gauss,61,0.016666666666666607,1.0166666666666666,1.0166666666666666,3440,720,0.5327054262161255,0.1297062486410141,0.2434858738486584,0.6113360252053446,448.07550048828125,0.46027469635009766,0.14812901616096497,0.32182740897409634,0.5914893559718962,544.005859375,1,0.016666666666666607,1480,155,1770,720,1.0,1.0140845070422535
gauss,62,0.03333333333333344,1.0333333333333334,1.0333333333333334,3440,720,0.5330310463905334,0.12994834780693054,0.24379132556907127,0.6178861960658887,448.6632080078125,0.46074968576431274,0.14819377660751343,0.32163618982250824,0.5914893559718962,545.1170654296875,1,0.03333333333333344,1479,155,1769,720,1.0,1.0140845070422535
gauss,63,0.050000000000000044,1.05,1.05,3440,720,0.5329567193984985,0.12998583912849426,0.243895670996026,0.6178861960658887,449.78497314453125,0.4606817364692688,0.14818212389945984,0.3216583357928743,0.5914893559718962,546.095458984375,1,0.050000000000000044,1478,155,1768,720,1.0,1.0140845070422535
gauss,64,0.06666666666666665,1.0666666666666667,1.0666666666666667,3440,720,0.5329282283782959,0.12994711101055145,0.24383603955005526,0.6178861960658887,448.4678955078125,0.4607728123664856,0.14813704788684845,0.3214969301488543,0.5914893559718962,545.173828125,1,0.06666666666666665,1477,155,1767,720,1.0,1.0140845070422535
gauss,65,0.08333333333333326,1.0833333333333333,1.0833333333333333,3440,720,0.5329996943473816,0.12988372147083282,0.24368441560369297,0.6178861960658887,448.9761657714844,0.4611188769340515,0.14813238382339478,0.3212455356325069,0.5982906178633084,545.8871459960938,1,0.08333333333333326,1476,155,1766,720,1.0,1.0140845070422535
gauss,66,0.10000000000000009,1.1,1.1,3440,720,0.532812774181366,0.129767507314682,0.24355178998578605,0.6178861960658887,449.5361328125,0.4609229564666748,0.14790189266204834,0.3208820202556381,0.5914893559718962,546.8568725585938,1,0.10000000000000009,1476,155,1766,720,1.0,1.0140845070422535
gauss,67,0.1166666666666667,1.1166666666666667,1.1166666666666667,3440,720,0.5327664613723755,0.12957262992858887,0.24320717779934103,0.6129032185159221,448.1769104003906,0.4611806273460388,0.147635355591774,0.32012479197169413,0.5914893559718962,545.4130859375,1,0.1166666666666667,1475,155,1765,720,1.0,1.0140845070422535
gauss,68,0.1333333333333333,1.1333333333333333,1.1333333333333333,3440,720,0.5329685807228088,0.12990722060203552,0.24374273242979685,0.6113360252053446,449.0091857910156,0.46133583784103394,0.14775195717811584,0.3202698378406264,0.5914893559718962,546.8486938476562,1,0.1333333333333333,1474,155,1764,720,1.0,1.0140845070422535
gauss,69,0.1499999999999999,1.15,1.15,3440,720,0.5324134230613708,0.1291857808828354,0.24264185097663424,0.6113360252053446,445.91973876953125,0.4613015949726105,0.14749474823474884,0.3197360395993122,0.5914893559718962,543.3618774414062,1,0.1499999999999999,1473,155,1763,720,1.0,1.0140845070422535
gauss,70,0.16666666666666674,1.1666666666666667,1.1666666666666667,3440,720,0.5328812599182129,0.12955494225025177,0.2431215911757153,0.6178861960658887,445.83001708984375,0.461932510137558,0.1475009322166443,0.31931272596421717,0.5914893559718962,545.9005737304688,1,0.16666666666666674,1472,155,1762,720,1.0,1.0140845070422535
gauss,71,0.18333333333333335,1.1833333333333333,1.1833333333333333,3440,720,0.53281170129776,0.12964007258415222,0.24331310636620615,0.6113360252053446,446.37396240234375,0.46170473098754883,0.1473219394683838,0.3190825789513752,0.5897435841496377,546.1453247070312,1,0.18333333333333335,1471,155,1761,720,1.0,1.0140845070422535
gauss,72,0.19999999999999996,1.2,1.2,3440,720,0.5329717993736267,0.1298224776983261,0.24358225972758207,0.6178861960658887,445.7742004394531,0.46198341250419617,0.14735408127307892,0.31895967278293524,0.5982906178633084,543.4545288085938,1,0.19999999999999996,1470,155,1760,720,1.0,1.0140845070422535
gauss,73,0.21666666666666656,1.2166666666666666,1.2166666666666666,3440,720,0.5329662561416626,0.12980535626411438,0.2435526683589615,0.6178861960658887,444.3599853515625,0.46212559938430786,0.14727330207824707,0.3186867360033563,0.5982906178633084,544.52197265625,1,0.21666666666666656,1469,155,1759,720,1.0,1.0140845070422535
gauss,74,0.2333333333333334,1.2333333333333334,1.2333333333333334,3440,720,0.5329634547233582,0.12978540360927582,0.24351651135531902,0.6178861960658887,443.0482177734375,0.4623068571090698,0.14716018736362457,0.31831711322796724,0.5982906178633084,543.2481689453125,1,0.2333333333333334,1468,155,1758,720,1.0,1.0140845070422535
gauss,75,0.25,1.25,1.25,3440,720,0.5329675674438477,0.1297723352909088,0.24349011231284767,0.6178861960658887,441.5996398925781,0.46244415640830994,0.14714708924293518,0.31819428145410594,0.5982906178633084,542.9198608398438,1,0.25,1467,155,1757,720,1.0,1.0140845070422535
gauss,76,0.2666666666666666,1.2666666666666666,1.2666666666666666,3440,720,0.5328305959701538,0.12945617735385895,0.2429593493754943,0.6178861960658887,437.3810729980469,0.46279647946357727,0.14688144624233246,0.3173780475573211,0.5982906178633084,535.2025756835938,1,0.2666666666666666,1466,155,1756,720,1.0,1.0140845070422535
gauss,77,0.28333333333333344,1.2833333333333334,1.2833333333333334,3440,720,0.5328560471534729,0.12974201142787933,0.2434841636613152,0.6178861960658887,437.9692077636719,0.46257320046424866,0.14689400792121887,0.3175583985371587,0.5982906178633084,537.2055053710938,1,0.28333333333333344,1465,155,1755,720,1.0,1.0140845070422535
gauss,78,0.30000000000000004,1.3,1.3,3440,720,0.5329000949859619,0.12972739338874817,0.24343660692685648,0.6113360252053446,435.93585205078125,0.46276986598968506,0.14684627950191498,0.3173203078265797,0.5914893559718962,534.0843505859375,1,0.30000000000000004,1464,155,1754,720,1.0,1.0140845070422535
gauss,79,0.31666666666666665,1.3166666666666667,1.3166666666666667,3440,720,0.5329672694206238,0.1296815723180771,0.24331995100909548,0.6113360252053446,434.3655700683594,0.4629380404949188,0.1466185599565506,0.3167131321346416,0.5914893559718962,535.6278686523438,1,0.31666666666666665,1464,155,1754,720,1.0,1.0140845070422535
gauss,80,0.33333333333333326,1.3333333333333333,1.3333333333333333,3440,720,0.5329826474189758,0.12965409457683563,0.24326137590423508,0.6178861960658887,432.76483154296875,0.4631759822368622,0.14652076363563538,0.31633928807067047,0.5982906178633084,534.2531127929688,1,0.33333333333333326,1463,155,1753,720,1.0,1.0140845070422535
gauss,81,0.3500000000000001,1.35,1.35,3440,720,0.5327288508415222,0.12923294305801392,0.24258671259873513,0.6244897623246539,428.7575378417969,0.46338367462158203,0.14623458683490753,0.3155799215380849,0.606837548039544,526.24609375,1,0.3500000000000001,1462,155,1752,720,1.0,1.0140845070422535
gauss,82,0.3666666666666667,1.3666666666666667,1.3666666666666667,3440,720,0.5329745411872864,0.12964029610157013,0.24323918621025253,0.6178861960658887,430.623046875,0.4633333683013916,0.14656409621238708,0.31632535680830937,0.5999999934893614,529.260498046875,1,0.3666666666666667,1461,155,1751,720,1.0,1.0140845070422535
gauss,83,0.3833333333333333,1.3833333333333333,1.3833333333333333,3440,720,0.532950758934021,0.12964069843292236,0.24325079536374924,0.6194332154038473,429.4859313964844,0.4634030759334564,0.14652079343795776,0.316184328256713,0.5982906178633084,525.6057739257812,1,0.3833333333333333,1460,155,1750,720,1.0,1.0140845070422535
gauss,84,0.3999999999999999,1.4,1.4,3440,720,0.5330686569213867,0.12954846024513245,0.2430239634854347,0.6194332154038473,426.5902404785156,0.4638466536998749,0.1464916169643402,0.31581905924653897,0.5982906178633084,520.9854736328125,1,0.3999999999999999,1459,155,1749,720,1.0,1.0140845070422535
gauss,85,0.41666666666666674,1.4166666666666667,1.4166666666666667,3440,720,0.5329784750938416,0.12961722910404205,0.24319411144939618,0.6194332154038473,428.3856506347656,0.4637617766857147,0.1465788036584854,0.31606485887078906,0.5982906178633084,524.0667114257812,1,0.41666666666666674,1458,155,1748,720,1.0,1.0140845070422535
gauss,86,0.43333333333333335,1.4333333333333333,1.4333333333333333,3440,720,0.5329757928848267,0.1296226680278778,0.2432055401507385,0.6260162265481554,428.03564453125,0.46381476521492004,0.14665906131267548,0.31620178819167066,0.6051501813724247,522.5505981445312,1,0.43333333333333335,1457,155,1747,720,1.0,1.0140845070422535
gauss,87,0.44999999999999996,1.45,1.45,3440,720,0.5329089164733887,0.12965652346611023,0.24329959027733558,0.6260162265481554,427.8533935546875,0.4637959599494934,0.14678938686847687,0.3164956066445812,0.6051501813724247,521.6067504882812,1,0.44999999999999996,1456,155,1746,720,1.0,1.0140845070422535
gauss,88,0.46666666666666656,1.4666666666666666,1.4666666666666666,3440,720,0.5328448414802551,0.12956704199314117,0.2431609156646648,0.6260162265481554,425.41827392578125,0.46399012207984924,0.1466689556837082,0.3161036098467447,0.6051501813724247,516.2900390625,1,0.46666666666666656,1455,155,1745,720,1.0,1.0140845070422535
gauss,89,0.4833333333333334,1.4833333333333334,1.4833333333333334,3440,720,0.5330362915992737,0.129599928855896,0.24313527702908064,0.6260162265481554,424.5062561035156,0.4641355574131012,0.14687010645866394,0.3164379478117932,0.6034482426849872,515.690185546875,1,0.4833333333333334,1454,155,1744,720,1.0,1.0140845070422535
gauss,90,0.5,1.5,1.5,3440,720,0.5325807332992554,0.129269078373909,0.2427220285380711,0.6311475319623046,428.2379455566406,0.46409541368484497,0.14599891006946564,0.31458812696375493,0.6103896027970327,519.7510375976562,1,0.5,1454,155,1744,720,1.0,1.0140845070422535
gauss,91,0.5166666666666666,1.5166666666666666,1.5166666666666666,3440,720,0.5330051183700562,0.12958218157291412,0.24311620034347486,0.6244897623246539,425.099853515625,0.46458449959754944,0.14606252312660217,0.31439387260916246,0.6034482426849872,517.2288818359375,1,0.5166666666666666,1453,155,1743,720,1.0,1.0140845070422535
gauss,92,0.5333333333333334,1.5333333333333334,1.5333333333333334,3440,720,0.5326310396194458,0.12912876904010773,0.24243567687683176,0.6244897623246539,424.2109680175781,0.46489039063453674,0.14586251974105835,0.3137567898626604,0.6051501813724247,514.5259399414062,1,0.5333333333333334,1452,155,1742,720,1.0,1.0140845070422535
gauss,93,0.55,1.55,1.55,3440,720,0.5328083634376526,0.12935025990009308,0.24277069646171615,0.6244897623246539,425.5860900878906,0.4648825526237488,0.14555911719799042,0.3131094364487881,0.6051501813724247,515.927001953125,1,0.55,1451,155,1741,720,1.0,1.0140845070422535
gauss,94,0.5666666666666667,1.5666666666666667,1.5666666666666667,3440,720,0.5330824255943298,0.12956967949867249,0.24305749138820557,0.6244897623246539,425.8880615234375,0.4652246832847595,0.14586684107780457,0.3135406249567258,0.6051501813724247,518.2523803710938,1,0.5666666666666667,1450,155,1740,720,1.0,1.0140845070422535
gauss,95,0.5833333333333333,1.5833333333333333,1.5833333333333333,3440,720,0.5330837965011597,0.12955784797668457,0.24303467184085759,0.6244897623246539,426.2715148925781,0.4653412997722626,0.14592735469341278,0.3135920917161415,0.6051501813724247,517.4912719726562,1,0.5833333333333333,1449,155,1739,720,1.0,1.0140845070422535
gauss,96,0.6000000000000001,1.6,1.6,3440,720,0.5328730344772339,0.129379540681839,0.24279618198508163,0.6244897623246539,424.5494689941406,0.4652421176433563,0.14588043093681335,0.3135580857128266,0.6051501813724247,513.9580688476562,1,0.6000000000000001,1448,155,1738,720,1.0,1.0140845070422535
