mean,std,rms_contrast,michelson,lap_var,video,frame_idx,time_sec,roi_x0,roi_y0,roi_x1,roi_y1,video_W,video_H,scale_x,scale_y
0.24134570360183716,0.19743990898132324,0.8180792027947593,0.9342105111776903,865.2319946289062,linear,0,0.0,1930,76,2309,710,3440,710,1.0,1.0
0.2425023913383484,0.1959555298089981,0.8080560387342047,0.9342105111776903,833.7300415039062,linear,1,0.016666666666666666,1930,76,2309,710,3440,710,1.0,1.0
0.2438197284936905,0.19461791217327118,0.7982040887075574,0.9337748192513182,798.9758911132812,linear,2,0.03333333333333333,1930,76,2309,710,3440,710,1.0,1.0
0.24475203454494476,0.19354644417762756,0.7907858115648382,0.9337748192513182,772.4888305664062,linear,3,0.05,1930,76,2309,710,3440,710,1.0,1.0
0.2455986887216568,0.19259487092494965,0.7841852254405561,0.9337748192513182,743.8074340820312,linear,4,0.06666666666666667,1930,76,2309,710,3440,710,1.0,1.0
0.24641799926757812,0.1917782574892044,0.7782639672287832,0.9337748192513182,716.02880859375,linear,5,0.08333333333333333,1930,76,2309,710,3440,710,1.0,1.0
0.2470933049917221,0.19107232987880707,0.7732800455779558,0.9333333180999669,694.75732421875,linear,6,0.1,1930,76,2309,710,3440,710,1.0,1.0
0.24785704910755157,0.19038105010986328,0.7681082426918171,0.9333333180999669,672.7754516601562,linear,7,0.11666666666666667,1930,76,2309,710,3440,710,1.0,1.0
0.24841800332069397,0.18968091905117035,0.7635554141812685,0.9337748192513182,654.0734252929688,linear,8,0.13333333333333333,1930,76,2309,710,3440,710,1.0,1.0
0.24909707903862,0.18902677297592163,0.7588477798173504,0.9337748192513182,636.6422729492188,linear,9,0.15,1930,76,2309,710,3440,710,1.0,1.0
0.24958938360214233,0.18840084969997406,0.7548431725439992,0.9337748192513182,621.200927734375,linear,10,0.16666666666666666,1930,76,2309,710,3440,710,1.0,1.0
0.25019535422325134,0.18782690167427063,0.7507209506354849,0.9333333180999669,604.548583984375,linear,11,0.18333333333333332,1930,76,2309,710,3440,710,1.0,1.0
0.2504136860370636,0.18747995793819427,0.7486809264236308,0.9337748192513182,590.1126098632812,linear,12,0.2,1930,76,2309,710,3440,710,1.0,1.0
0.2507976293563843,0.18703626096248627,0.7457656357630509,0.9337748192513182,579.4067993164062,linear,13,0.21666666666666667,1930,76,2309,710,3440,710,1.0,1.0
0.25123342871665955,0.18661285936832428,0.7427867099283142,0.9333333180999669,565.4046630859375,linear,14,0.23333333333333334,1930,76,2309,710,3440,710,1.0,1.0
0.2515266537666321,0.18626581132411957,0.7405410167446028,0.9333333180999669,553.33447265625,linear,15,0.25,1930,76,2309,710,3440,710,1.0,1.0
0.25201863050460815,0.18585744500160217,0.7374749924428855,0.9337748192513182,543.1195068359375,linear,16,0.26666666666666666,1930,76,2309,710,3440,710,1.0,1.0
0.25249311327934265,0.1853921115398407,0.7342461811711776,0.9333333180999669,530.2732543945312,linear,17,0.2833333333333333,1930,76,2309,710,3440,710,1.0,1.0
0.2527163326740265,0.18510040640830994,0.732443357045045,0.9337748192513182,519.7660522460938,linear,18,0.3,1930,76,2309,710,3440,710,1.0,1.0
0.2531251609325409,0.18478354811668396,0.7300085860126874,0.9337748192513182,511.1405944824219,linear,19,0.31666666666666665,1930,76,2309,710,3440,710,1.0,1.0
0.25341278314590454,0.18457792699337006,0.7283686222072371,0.9466666498133751,503.5050048828125,linear,20,0.3333333333333333,1930,76,2309,710,3440,710,1.0,1.0
0.2537292242050171,0.1841629445552826,0.7258246970724553,0.9333333180999669,496.94512939453125,linear,21,0.35,1930,76,2309,710,3440,710,1.0,1.0
0.2540881931781769,0.18389660120010376,0.7237510395992216,0.9337748192513182,486.15887451171875,linear,22,0.36666666666666664,1930,76,2309,710,3440,710,1.0,1.0
0.25422197580337524,0.18369975686073303,0.7225958694336266,0.9337748192513182,484.89337158203125,linear,23,0.38333333333333336,1930,76,2309,710,3440,710,1.0,1.0
0.25434571504592896,0.1836022585630417,0.7218609966017214,0.9333333180999669,477.6858825683594,linear,24,0.4,1930,76,2309,710,3440,710,1.0,1.0
0.25464320182800293,0.1832951158285141,0.7198115139716332,0.9333333180999669,472.71563720703125,linear,25,0.4166666666666667,1930,76,2309,710,3440,710,1.0,1.0
0.2547030448913574,0.1831894814968109,0.7192276573790984,0.9337748192513182,469.36395263671875,linear,26,0.43333333333333335,1930,76,2309,710,3440,710,1.0,1.0
0.25494951009750366,0.18305620551109314,0.7180096100635317,0.9333333180999669,467.2042541503906,linear,27,0.45,1930,76,2309,710,3440,710,1.0,1.0
0.25499027967453003,0.18295900523662567,0.717513617754444,0.9333333180999669,464.81561279296875,linear,28,0.4666666666666667,1930,76,2309,710,3440,710,1.0,1.0
0.25518983602523804,0.18282204866409302,0.7164158429956186,0.9337748192513182,461.4960632324219,linear,29,0.48333333333333334,1930,76,2309,710,3440,710,1.0,1.0
0.2552211582660675,0.18293452262878418,0.7167686123827917,0.9333333180999669,459.72027587890625,linear,30,0.5,1930,76,2309,710,3440,710,1.0,1.0
0.2552766799926758,0.1829283982515335,0.7165887267528499,0.9333333180999669,461.18994140625,linear,31,0.5166666666666667,1930,76,2309,710,3440,710,1.0,1.0
0.2554672062397003,0.1828693449497223,0.7158231402112248,0.9333333180999669,460.3439636230469,linear,32,0.5333333333333333,1930,76,2309,710,3440,710,1.0,1.0
0.2555295526981354,0.1828353852033615,0.7155155876009163,0.9333333180999669,460.1898498535156,linear,33,0.55,1930,76,2309,710,3440,710,1.0,1.0
0.2555719316005707,0.18288682401180267,0.715598210298193,0.9337748192513182,461.49798583984375,linear,34,0.5666666666666667,1930,76,2309,710,3440,710,1.0,1.0
0.255552738904953,0.18291983008384705,0.7157811092530251,0.9337748192513182,465.2643737792969,linear,35,0.5833333333333334,1930,76,2309,710,3440,710,1.0,1.0
