mean,std,rms_contrast,michelson,lap_var,video,frame_idx,time_sec,t_idx,k,u,roi_x0,roi_y0,roi_x1,roi_y1,video_W,video_H,scale_x,scale_y
0.216983363032341,0.15753747522830963,0.7260347787331564,0.9436619544138332,314.7920837402344,linear_EDGE_suppress,0,0.0,0.0,0,0.0,1665,123,1986,710,3440,710,1.0,1.0
0.2173929214477539,0.15697303414344788,0.7220705526075177,0.930069914506768,320.436767578125,linear_EDGE_suppress,1,0.016666666666666666,0.016666666666666666,0,0.016666666666666666,1664,123,1985,710,3440,710,1.0,1.0
0.218166783452034,0.15636993944644928,0.7167449132483522,0.9436619544138332,329.6176452636719,linear_EDGE_suppress,2,0.03333333333333333,0.03333333333333333,0,0.03333333333333333,1663,123,1984,710,3440,710,1.0,1.0
0.21888752281665802,0.155941903591156,0.71242935394486,0.943262393858482,342.0365905761719,linear_EDGE_suppress,3,0.05,0.05,0,0.05,1662,123,1983,710,3440,710,1.0,1.0
0.21924103796482086,0.15559208393096924,0.7096850036765713,0.9436619544138332,350.1478576660156,linear_EDGE_suppress,4,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,1661,123,1982,710,3440,710,1.0,1.0
0.21971800923347473,0.1552644520998001,0.7066532487479529,0.943262393858482,358.0813903808594,linear_EDGE_suppress,5,0.08333333333333333,0.08333333333333333,0,0.08333333333333333,1660,123,1981,710,3440,710,1.0,1.0
0.22018343210220337,0.15506403148174286,0.7042492841481068,0.943262393858482,369.0107116699219,linear_EDGE_suppress,6,0.1,0.1,0,0.1,1659,123,1980,710,3440,710,1.0,1.0
0.2208651304244995,0.15466584265232086,0.7002727653402226,0.943262393858482,377.07415771484375,linear_EDGE_suppress,7,0.11666666666666667,0.11666666666666667,0,0.11666666666666667,1658,123,1979,710,3440,710,1.0,1.0
0.22129638493061066,0.15427635610103607,0.6971480766752243,0.9436619544138332,387.06622314453125,linear_EDGE_suppress,8,0.13333333333333333,0.13333333333333333,0,0.13333333333333333,1657,123,1978,710,3440,710,1.0,1.0
0.2217794805765152,0.15393295884132385,0.6940811273448935,0.9436619544138332,392.22735595703125,linear_EDGE_suppress,9,0.15,0.15,0,0.15,1656,123,1977,710,3440,710,1.0,1.0
