mean,std,rms_contrast,michelson,lap_var,video,frame_idx,time_sec,t_idx,k,u,roi_x0,roi_y0,roi_x1,roi_y1,video_W,video_H,scale_x,scale_y
0.25154533982276917,0.1862816959619522,0.7405491538332963,0.9333333180999669,536.4693603515625,tri_norm,0,0.0,0.0,0,0.0,1930,76,2309,710,3440,710,1.0,1.0
0.25148648023605347,0.186109259724617,0.7400368089352584,0.9333333180999669,534.877685546875,tri_norm,1,0.016666666666666666,0.016666666666666666,0,0.016666666666666666,1929,76,2308,710,3440,710,1.0,1.0
0.2516483664512634,0.18583296239376068,0.7384627908765818,0.9337748192513182,531.862548828125,tri_norm,2,0.03333333333333333,0.03333333333333333,0,0.03333333333333333,1928,76,2306,710,3440,710,1.0,1.0
0.2517366111278534,0.18551813066005707,0.7369532880392284,0.9337748192513182,532.0542602539062,tri_norm,3,0.05,0.05,0,0.05,1926,76,2305,710,3440,710,1.0,1.0
0.25162947177886963,0.18537600338459015,0.7367022420190706,0.9337748192513182,526.6021118164062,tri_norm,4,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,1925,76,2303,710,3440,710,1.0,1.0
0.2518656253814697,0.18503437936306,0.7346551230889887,0.9337748192513182,521.4376220703125,tri_norm,5,0.08333333333333333,0.08333333333333333,0,0.08333333333333333,1924,76,2302,710,3440,710,1.0,1.0
0.25184571743011475,0.18482227623462677,0.7338710015873251,0.9333333180999669,516.9231567382812,tri_norm,6,0.1,0.1,0,0.1,1923,76,2301,710,3440,710,1.0,1.0
0.2517004907131195,0.1846669316291809,0.7336772517574711,0.9333333180999669,511.5033264160156,tri_norm,7,0.11666666666666667,0.11666666666666667,0,0.11666666666666667,1922,76,2299,710,3440,710,1.0,1.0
0.25194522738456726,0.18438568711280823,0.7318482739618664,0.9333333180999669,507.8585510253906,tri_norm,8,0.13333333333333333,0.13333333333333333,0,0.13333333333333333,1921,76,2298,710,3440,710,1.0,1.0
0.25182822346687317,0.18429207801818848,0.7318165857778264,0.9333333180999669,506.0149841308594,tri_norm,9,0.15,0.15,0,0.15,1920,76,2297,710,3440,710,1.0,1.0
