mean,std,rms_contrast,michelson,lap_var,video,frame_idx,time_sec,t_idx,k,u,roi_x0,roi_y0,roi_x1,roi_y1,video_W,video_H,scale_x,scale_y
0.24134570360183716,0.19743990898132324,0.8180792027947593,0.9342105111776903,865.2319946289062,linear,0,0.0,0.0,0,0.0,1930,76,2309,710,3440,710,1.0,1.0
0.24241019785404205,0.19589631259441376,0.8081190735679132,0.9342105111776903,832.1451416015625,linear,1,0.016666666666666666,0.016666666666666666,0,0.016666666666666666,1929,76,2308,710,3440,710,1.0,1.0
0.24345561861991882,0.19457226991653442,0.7992103982952034,0.9337748192513182,797.8173828125,linear,2,0.03333333333333333,0.03333333333333333,0,0.03333333333333333,1928,76,2306,710,3440,710,1.0,1.0
0.24437832832336426,0.19331122934818268,0.7910325877262944,0.9337748192513182,771.8840942382812,linear,3,0.05,0.05,0,0.05,1926,76,2305,710,3440,710,1.0,1.0
0.24495574831962585,0.19236885011196136,0.7853207919323641,0.9337748192513182,744.2794799804688,linear,4,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,1925,76,2303,710,3440,710,1.0,1.0
0.24568812549114227,0.19149194657802582,0.779410638593615,0.9337748192513182,717.0073852539062,linear,5,0.08333333333333333,0.08333333333333333,0,0.08333333333333333,1924,76,2302,710,3440,710,1.0,1.0
0.2462635338306427,0.19072751700878143,0.774485390902789,0.9333333180999669,696.2731323242188,linear,6,0.1,0.1,0,0.1,1923,76,2301,710,3440,710,1.0,1.0
0.24676550924777985,0.19003991782665253,0.7701234694618394,0.9333333180999669,672.8341064453125,linear,7,0.11666666666666667,0.11666666666666667,0,0.11666666666666667,1922,76,2299,710,3440,710,1.0,1.0
0.24722333252429962,0.18928226828575134,0.7656326718709693,0.9337748192513182,654.7984008789062,linear,8,0.13333333333333333,0.13333333333333333,0,0.13333333333333333,1921,76,2298,710,3440,710,1.0,1.0
0.24781404435634613,0.18856683373451233,0.7609206597433784,0.9337748192513182,636.7578125,linear,9,0.15,0.15,0,0.15,1920,76,2297,710,3440,710,1.0,1.0
0.24809809029102325,0.187824547290802,0.7570575795239086,0.9337748192513182,621.1470336914062,linear,10,0.16666666666666666,0.16666666666666666,0,0.16666666666666666,1918,76,2295,710,3440,710,1.0,1.0
0.24861042201519012,0.1871909350156784,0.7529488344408695,0.9333333180999669,605.4232177734375,linear,11,0.18333333333333332,0.18333333333333332,0,0.18333333333333332,1917,76,2294,710,3440,710,1.0,1.0
0.248539537191391,0.18684938549995422,0.7517893534909699,0.9337748192513182,590.8612670898438,linear,12,0.2,0.2,0,0.2,1916,76,2292,710,3440,710,1.0,1.0
0.2488265484571457,0.18634594976902008,0.7488989556599668,0.9337748192513182,580.4037475585938,linear,13,0.21666666666666667,0.21666666666666667,0,0.21666666666666667,1915,76,2291,710,3440,710,1.0,1.0
0.2491540163755417,0.1858666092157364,0.7459907909960313,0.9333333180999669,565.8975219726562,linear,14,0.23333333333333334,0.23333333333333334,0,0.23333333333333334,1914,76,2290,710,3440,710,1.0,1.0
0.2492479830980301,0.18540078401565552,0.7438406292111518,0.9333333180999669,552.891845703125,linear,15,0.25,0.25,0,0.25,1912,76,2288,710,3440,710,1.0,1.0
0.2496313452720642,0.18493765592575073,0.7408430552491848,0.9337748192513182,543.0867309570312,linear,16,0.26666666666666666,0.26666666666666666,0,0.26666666666666666,1911,76,2287,710,3440,710,1.0,1.0
0.24983878433704376,0.18446765840053558,0.7383467363026113,0.9333333180999669,529.0811767578125,linear,17,0.2833333333333333,0.2833333333333333,0,0.2833333333333333,1910,76,2285,710,3440,710,1.0,1.0
0.2499437779188156,0.18412093818187714,0.7366493871081188,0.9337748192513182,518.8629150390625,linear,18,0.3,0.3,0,0.3,1909,76,2284,710,3440,710,1.0,1.0
