FrondFrameNum, FrondFrameLuminance, BackFrameNum, BackFrameLuminance, Time, Knob, ResponsePattern, StepNumber, Amplitude, Velocity
1, 3.745, 2, -0.845, 0.000, 1, Velocity, 0, 2, 2
1, 3.669, 2, -0.769, 16.667, 0.28, Velocity, 0, -0.16, 0.56
1, 3.592, 2, -0.692, 33.333, 0.281, Velocity, 0, -0.157, 0.562
1, 3.516, 2, -0.616, 50.000, 0.28, Velocity, 0, -0.16, 0.56
1, 3.439, 2, -0.539, 66.667, 0.281, Velocity, 0, -0.157, 0.562
1, 3.363, 2, -0.463, 83.333, 0.28, Velocity, 0, -0.16, 0.56
1, 3.286, 2, -0.386, 100.000, 0.28, Velocity, 0, -0.16, 0.56
1, 3.210, 2, -0.310, 116.667, 0.28, Velocity, 0, -0.16, 0.56
1, 3.133, 2, -0.233, 133.333, 0.28, Velocity, 0, -0.16, 0.56
1, 3.057, 2, -0.157, 150.000, 0.281, Velocity, 0, -0.157, 0.562
1, 2.980, 2, -0.080, 166.667, 0.28, Velocity, 0, -0.16, 0.56
1, 2.904, 2, -0.003, 183.333, 0.28, Velocity, 0, -0.16, 0.56
1, 2.827, 2, 0.073, 200.000, 0.281, Velocity, 0, -0.157, 0.562
1, 2.751, 2, 0.150, 216.667, 0.281, Velocity, 0, -0.157, 0.562
1, 2.674, 2, 0.226, 233.333, 0.281, Velocity, 0, -0.157, 0.562
1, 2.598, 2, 0.303, 250.000, 0.28, Velocity, 0, -0.16, 0.56
1, 2.521, 2, 0.379, 266.667, 0.281, Velocity, 0, -0.157, 0.562
1, 2.445, 2, 0.456, 283.333, 0.281, Velocity, 0, -0.157, 0.562
1, 2.368, 2, 0.532, 300.000, 0.281, Velocity, 0, -0.157, 0.562
1, 2.292, 2, 0.609, 316.667, 0.281, Velocity, 0, -0.157, 0.562
1, 2.215, 2, 0.685, 333.333, 0.281, Velocity, 0, -0.157, 0.562
1, 2.139, 2, 0.762, 350.000, 0.28, Velocity, 0, -0.16, 0.56
1, 2.062, 2, 0.838, 366.667, 0.28, Velocity, 0, -0.16, 0.56
1, 1.986, 2, 0.915, 383.333, 0.281, Velocity, 0, -0.157, 0.562
1, 1.909, 2, 0.991, 400.000, 0.281, Velocity, 0, -0.157, 0.562
1, 1.833, 2, 1.068, 416.667, 0.28, Velocity, 0, -0.16, 0.56
1, 1.756, 2, 1.144, 433.333, 0.28, Velocity, 0, -0.16, 0.56
1, 1.680, 2, 1.221, 450.000, 0.281, Velocity, 0, -0.157, 0.562
1, 1.603, 2, 1.297, 466.667, 0.28, Velocity, 0, -0.16, 0.56
1, 1.527, 2, 1.374, 483.333, 0.28, Velocity, 0, -0.16, 0.56
1, 1.450, 2, 1.450, 500.000, 0.28, Velocity, 0, -0.16, 0.56
1, 1.374, 2, 1.527, 516.667, 0.28, Velocity, 0, -0.16, 0.56
1, 1.297, 2, 1.603, 533.333, 0.28, Velocity, 0, -0.16, 0.56
1, 1.221, 2, 1.680, 550.000, 0.28, Velocity, 0, -0.16, 0.56
1, 1.144, 2, 1.756, 566.667, 0.281, Velocity, 0, -0.157, 0.562
